nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori
Rumah Dijual Mewah Kondisi Baru Fasilitas Private Pool Di Pondok Indah,5,5,525,37500000000,71428571,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-mewah-kondisi-baru-fasilitas-private-pool-di-pondok-indah-oleh-fathia-thalib-s-i-kom-18901658,20 M - Max,30 Juta- Max
"PONDOK INDAH, Rumah Lokasi Strategis Harga NJOP",4,7,600,37000000000,30782030,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-rumah-lokasi-strategis-harga-njop-oleh-nina-ika-dewandari-18863775,20 M - Max,30 Juta- Max
pondok indah,6,6,1000,37000000000,48177083,"pondok indah, kebayoran lama, jakarta selatan, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-agus-faisal-18936655,20 M - Max,30 Juta- Max
"5 Bedrooms Rumah Kebayoran Baru, Jakarta Selatan, DKI Jakarta",6,5,600,37000000000,99462366,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-bedrooms-rumah-kebayoran-baru-jakarta-selatan-dki-jakarta-oleh-nentis-rusli-11742659,20 M - Max,30 Juta- Max
"Rumah di Kertanegara, Kebayoran Baru",2,3,250,36890000000,85000000,"Kertanegara, Senopati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-kertanegara-kebayoran-baru-oleh-iwan-david-17794244,20 M - Max,30 Juta- Max
"Jl. Brawijaya Raya, Pulo, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indo",3,4,500,36500000000,38829787,"Jalan Brawijaya Raya, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-brawijaya-raya-pulo-kby-baru-kota-jakarta-selatan-daerah-khusus-ibukota-jakarta-12160-indo-oleh-novi-jusmanto-e-15042932,20 M - Max,30 Juta- Max
Dijual rumah hitung tanah di cilandak jakarta selatan,0,1,1,36400000000,14000000,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-hitung-tanah-di-cilandak-jakarta-selatan-oleh-rizal-18930967,20 M - Max,10 - 15 Juta
"Pondok Indah, Jakarta Selatan",4,5,800,36000000000,30000000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-jakarta-selatan-oleh-novi-jusmanto-e-18940068,20 M - Max,25 - 30 Juta
Dijual Rumah Mewah Di Pondok Indah,4,4,525,36000000000,72000000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-pondok-indah-oleh-dasep-18522608,20 M - Max,30 Juta- Max
Jual Ramah Minimalis di Brawijaya Jakarta Selatan,4,5,650,36000000000,90000000,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-ramah-minimalis-di-brawijaya-jakarta-selatan-oleh-toyo-18921267,20 M - Max,30 Juta- Max
RUMAH MEWAH DI PONDOK INDAH JAKARTA SELATAN,5,5,525,36000000000,73319756,"GEDUNG HIJAU RAYA, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-aldo-18924954,20 M - Max,30 Juta- Max
Dijual Rumah Di Pondok Indah Jakarta Selatan,4,4,525,35500000000,70297030,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-pondok-indah-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17910706,20 M - Max,30 Juta- Max
"Rumah Tua hitung Tanah di Mampang Prapatan, Jakarta Selatan",2,2,90,35000000000,14000000,"Jalan Mampang Prapatan X, Mampang Prapatan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tua-hitung-tanah-di-mampang-prapatan-jakarta-selatan-oleh-siany-karyanto-16469933,20 M - Max,10 - 15 Juta
"Dijual rumah tua di Jl. Darmawangsa XII RT. 010/ RW. 01, Kel. Pulo, Kec. Kebayoran Baru Jakarta Selatan",2,4,475,35000000000,58333333,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-tua-di-jl-darmawangsa-xii-rt-010-rw-01-kel-pulo-kec-kebayoran-baru-jakarta-selatan-oleh-dewi-sabina-18268237,20 M - Max,30 Juta- Max
Pejaten Barat Termurah Siap Huni Rumah Mewah Nyaman,4,5,800,35000000000,26676829,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-termurah-siap-huni-rumah-mewah-nyaman-oleh-nizar-luthfi-18158501,20 M - Max,25 - 30 Juta
Rumah Dijual Lokasi Pondok Indah Harga Nego,4,5,600,35000000000,56451613,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-lokasi-pondok-indah-harga-nego-oleh-raharja-hadi-bastari-18676577,20 M - Max,30 Juta- Max
Permata Hijau,4,5,520,35000000000,77777778,"Permata Hijau, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-permata-hijau-oleh-zaenal-arifin-18693461,20 M - Max,30 Juta- Max
Kebayoran Baru Kertanegara Layak Huni di Area Elite,4,3,400,35000000000,95108696,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-kertanegara-layak-huni-di-area-elite-oleh-nizar-luthfi-17969772,20 M - Max,30 Juta- Max
Kemang Timur,5,8,600,35000000000,35000000,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-timur-oleh-rito-armand-s-18927226,20 M - Max,30 Juta- Max
"Pondok Indah Rumah Baru, Jakarta Selatan",5,6,525,35000000000,66666667,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-rumah-baru-jakarta-selatan-oleh-tora-saputra-16425081,20 M - Max,30 Juta- Max
"Dijual rumah mewah di pondok indah , jakarta selatan !",5,5,525,35000000000,69306931,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-ahmad-sauqi-18860334,20 M - Max,30 Juta- Max
"Dijual Secondary Unit Kebayoran Baru, Semi Furnished",5,6,500,35000000000,105740181,"Jl. Hang Lekiu, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-secondary-unit-kebayoran-baru-semi-furnished-oleh-nicky-gayatri-18921662,20 M - Max,30 Juta- Max
pejaten barat,6,6,1312,35000000000,41176471,"pejaten barat 2, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-oleh-agus-faisal-18866018,20 M - Max,30 Juta- Max
Rumah Terawat di KebayoranBaru,6,7,1000,35000000000,50000000,"Hang, Kebayoran baru jaksel, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-terawat-di-kebayoranbaru-oleh-rinny-n-chairini-18520552,20 M - Max,30 Juta- Max
dijual rumah mewah kebayoran baru,6,6,550,35000000000,88383838,"Brawijaya, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-kebayoran-baru-oleh-tabah-pranatio-18758716,20 M - Max,30 Juta- Max
Rumah dijual Pakubuwono Jl Ophir,7,10,1250,35000000000,43804756,"Pakubuwono, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pakubuwono-jl-ophir-oleh-dewi-sabina-18300550,20 M - Max,30 Juta- Max
"JUAL CEPAT! Rumah Kos REKOMENDID di Radio Dalam, Jakarta Selatan!",10,10,1500,35000000000,40650407,"HUBUNGI : FITRI - WA. 0812.8003.0500, Radio Dalam, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-kos-rekomendid-di-radio-dalam-jakarta-selatan-oleh-fitri-hatta-17905194,20 M - Max,30 Juta- Max
"PEJATEN BARAT, FOR SALE  LUXURY HOUSE  NEAR KEMANG AREA",4,5,850,34500000000,26295732,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-for-sale-luxury-house-near-kemang-area-oleh-dian-damayanti-18933194,20 M - Max,25 - 30 Juta
Modern and quite House  “The price can be negotiable”,2,3,430,33000000000,100000000,"Jl. Erlangga, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-modern-and-quite-house-the-price-can-be-negotiable-oleh-rifka-junita-16148884,20 M - Max,30 Juta- Max
COCOK USAHA DAN KANTOR JL WIJAYA II KEBAYORAN BARU Instagram: @kebayoranbaru. realty,4,5,626,33000000000,77102804,"Jl Wijaya II, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cocok-usaha-dan-kantor-jl-wijaya-ii-kebayoran-baru-instagram-kebayoranbaru-realty-oleh-yudhistira-arimbawa-17218152,20 M - Max,30 Juta- Max
rumah mewah pejaten barat,5,5,650,33000000000,26829268,"pejaten barat, kemang, warung buncit, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-pejaten-barat-oleh-agus-faisal-18936617,20 M - Max,25 - 30 Juta
Dijual Rumah Pondok Indah Jakarta Selatan,5,5,1000,33000000000,70815451,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-pondok-indah-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17768264,20 M - Max,30 Juta- Max
Rumah Mewah Siap Huni 5 Kamar Tidur di Kebayoran Baru Jakarta Selatan,5,5,500,33000000000,100303951,"Kebayoran Baru, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-siap-huni-5-kamar-tidur-di-kebayoran-baru-jakarta-selatan-oleh-iskandar-17047737,20 M - Max,30 Juta- Max
"Kemang, Dijual segera Rumah luas",3,5,555,32688000000,24000000,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-dijual-segera-rumah-luas-oleh-agungan-alam-bastari-18918882,20 M - Max,15 - 25 Juta
kemang dalam super murah,6,7,1200,32500000000,23636364,"Kemang selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-dalam-super-murah-oleh-agus-sutisna-wijaya-18401354,20 M - Max,15 - 25 Juta
PONDAK INDAH,2,3,700,32000000000,50793651,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondak-indah-oleh-nurul-azizah-18944197,20 M - Max,30 Juta- Max
Kuningan Area Elit Expatriat Best Price 68juta/m,3,4,400,32000000000,68085106,"Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kuningan-area-elit-expatriat-best-price-68juta-m-oleh-nizar-luthfi-18021613,20 M - Max,30 Juta- Max
Kuningan area Elit dan Expatriat 68jt/m Best Price,4,4,400,32000000000,68085106,"Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kuningan-area-elit-dan-expatriat-68jt-m-best-price-oleh-nizar-luthfi-18121777,20 M - Max,30 Juta- Max
rumah baru hang lekiu kebayoran dekat senayan,8,4,600,32000000000,98461538,"hang lekiu, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-hang-lekiu-kebayoran-dekat-senayan-oleh-agus-faisal-18897795,20 M - Max,30 Juta- Max
Pondok Indah,9,10,950,32000000000,54514480,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-rito-armand-s-18927108,20 M - Max,30 Juta- Max
warung buncit,3,4,800,31000000000,18235294,"warung buncit, Warung Buncit, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-warung-buncit-oleh-roni-subagyo-18420907,20 M - Max,15 - 25 Juta
Bangka Kemang Brand New Luxury Best Deal,4,5,800,31000000000,28730306,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bangka-kemang-brand-new-luxury-best-deal-oleh-nizar-luthfi-18065110,20 M - Max,25 - 30 Juta
"Cilandak, Ragunan Rumah Mewah Desain Kolonial Modern",7,9,1100,31000000000,7069555,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cilandak-ragunan-rumah-mewah-desain-kolonial-modern-oleh-nina-ika-dewandari-17636448,20 M - Max,0 - 10 Juta
Di Jual Rumah Jl. Tebet Barat IV,1,4,292,30000000000,40927694,"Jl Tebet Barat IV, Tebet Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-di-jual-rumah-jl-tebet-barat-iv-oleh-dina-18292343,20 M - Max,30 Juta- Max
BINTARO,3,5,1500,30000000000,13729977,"Bintaro Jakarta Selatan, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bintaro-oleh-nurul-azizah-18944418,20 M - Max,10 - 15 Juta
"TB Simatupang, Antasari  Rumah Mewah Zonasi Vertikal R. 7 Harga Bersahabat",3,4,550,30000000000,25041736,"Tb. Simatupang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tb-simatupang-antasari-rumah-mewah-zonasi-vertikal-r-7-harga-bersahabat-oleh-nina-ika-dewandari-15309581,20 M - Max,25 - 30 Juta
"Rumah Dijual Jl. Darmawangsa Kel. Pulo, Kec. Kebayoran Baru",3,6,350,30000000000,46153846,"Dharmawangsa, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-jl-darmawangsa-kel-pulo-kec-kebayoran-baru-oleh-dewi-sabina-18557729,20 M - Max,30 Juta- Max
Rumah Dijual Wilayah Darmawangsa Jakarta Selatan,4,3,256,30000000000,74812968,"Darmawangsa, Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-wilayah-darmawangsa-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17747380,20 M - Max,30 Juta- Max
Rumah mewah 2. 5 lantai  ada swimming pool area premium lingkungan tenang dan nyaman lokasi strategis,4,4,500,30000000000,92307692,"Karang Asem, Mega Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-2-5-lantai-ada-swimming-pool-area-premium-lingkungan-tenang-dan-nyaman-lokasi-strategis-oleh-cecep-baskara-17968922,20 M - Max,30 Juta- Max
Tanjung Mas Raya,5,5,800,30000000000,30000000,"Jl. Raya Tanjung Barat, Tanjung Barat, Jagakarsa, Tanjung Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tanjung-mas-raya-oleh-herman-17090697,20 M - Max,25 - 30 Juta
Permata Hijau,9,9,1000,30000000000,33333333,"Permata Hijau, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-permata-hijau-oleh-nelfi-tanjung-18891955,20 M - Max,30 Juta- Max
Lebak bulus,10,8,1199,30000000000,5855944,"Lebak bulus, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-oleh-dedy-faazli-17862221,20 M - Max,0 - 10 Juta
Dijual Rumah di Jl Rimba Cipete Utara Posisi Hook,0,1,415,29500000000,27570093,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-jl-rimba-cipete-utara-posisi-hook-oleh-dewi-sabina-18265208,20 M - Max,25 - 30 Juta
Dijual Rumah Dengan Halaman Luas,4,5,900,29000000000,19594595,"Cipete Jakarta Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-dengan-halaman-luas-oleh-nentis-rusli-12682769,20 M - Max,15 - 25 Juta
Sekolah duta Pondok Indah,4,3,700,29000000000,46031746,"Sekolah duta, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-sekolah-duta-pondok-indah-oleh-ikhsan-lubis-18569828,20 M - Max,30 Juta- Max
Rumah dijual bisa untuk usaha di Senopati,4,10,400,29000000000,82857143,"Jl. Birah, Senopati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-bisa-untuk-usaha-di-senopati-oleh-dewi-sabina-17998465,20 M - Max,30 Juta- Max
"Dijual rumah mewah di pondok indah jakarta selatan, siap huni !",5,6,365,29000000000,46031746,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-pondok-indah-jakarta-selatan-siap-huni-oleh-ahmad-sauqi-18932267,20 M - Max,30 Juta- Max
Kebayoran baru rumah siap huni area elite lingkungan tenang dan nyaman lokasi strategis dekat k SCBD,3,3,330,28500000000,71250000,"Erlangga, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-rumah-siap-huni-area-elite-lingkungan-tenang-dan-nyaman-lokasi-strategis-dekat-k-scbd-oleh-cecep-baskara-16761971,20 M - Max,30 Juta- Max
Eks kantor,0,2,1200,28500000000,36774194,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-eks-kantor-oleh-evy-darmawan-18934136,20 M - Max,30 Juta- Max
Menteng dekat H. I Termurah Siap Huni,3,3,600,28000000000,85889571,"Menteng, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-menteng-dekat-h-i-termurah-siap-huni-oleh-nizar-luthfi-17780185,20 M - Max,30 Juta- Max
Rumah Patra Kuningan,4,4,650,28000000000,56000000,"Menteng Dalam, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-patra-kuningan-oleh-chris-cornelius-17327888,20 M - Max,30 Juta- Max
Permata Berlian Residence,5,4,600,28000000000,43410853,". Jl. Permata Berlian, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-permata-berlian-residence-oleh-brigita-diamond-18875180,20 M - Max,30 Juta- Max
Bukit Hijau Pondok Indah,5,5,450,28000000000,48951049,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bukit-hijau-pondok-indah-oleh-aulia-angga-dini-angtiyas-18928977,20 M - Max,30 Juta- Max
Dijual Rumah Mewah di  Kebayoran baru jaksel,6,6,680,28000000000,34146341,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-kebayoran-baru-jaksel-oleh-ristalina-17500749,20 M - Max,30 Juta- Max
Rumah cocok buat kantor/ usaha kuliner harga njop,6,3,1000,28000000000,36129032,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cocok-buat-kantor-usaha-kuliner-harga-njop-oleh-ismail-salim-16628502,20 M - Max,30 Juta- Max
Rumah area tebet lokasi strategis dekat pusat belanja dan stasiun.,10,3,1100,28000000000,35623410,"Tebet Raya, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-area-tebet-lokasi-strategis-dekat-pusat-belanja-dan-stasiun-oleh-cecep-baskara-16767485,20 M - Max,30 Juta- Max
HITUNG TANAH AREA PREMIUM LAMANDAU KEB. BARU LINGKUNGAN TENANG & JALAN LEBAR,4,4,320,27500000000,66425121,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hitung-tanah-area-premium-lamandau-keb-baru-lingkungan-tenang-jalan-lebar-oleh-nizar-luthfi-17958234,20 M - Max,30 Juta- Max
Cipete lux house best price,3,5,500,27000000000,26548673,"CIPETE, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-lux-house-best-price-oleh-irena-saptari-18916508,20 M - Max,25 - 30 Juta
Jual Rumah Pondok Indah Hook,4,4,400,27000000000,38028169,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-pondok-indah-hook-oleh-ria-yuliantini-18804690,20 M - Max,30 Juta- Max
Rumah Bagus di Jl. Mampang Prapatan XIV,7,7,880,27000000000,33415842,"Jl. Mampang Prapatan XIV, Mampang Prapatan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bagus-di-jl-mampang-prapatan-xiv-oleh-sisie-17647013,20 M - Max,30 Juta- Max
Gatot subroto,10,10,600,27000000000,63380282,"Jalan gatot subroto, Gatot Subroto, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-gatot-subroto-oleh-heni-riani-susanti-18924152,20 M - Max,30 Juta- Max
"Dijual Rumah Mewah Dengan Kolam Renang Di Cipete, DKI Jakarta Selatan",3,5,450,26000000000,25565388,"Cipete, DKI Jakarta Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-dengan-kolam-renang-di-cipete-dki-jakarta-selatan-oleh-niar-tamara-18508809,20 M - Max,25 - 30 Juta
"4 Bedrooms Rumah Kebayoran Baru, Jakarta Selatan, DKI Jakarta",3,4,250,26000000000,77380952,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-kebayoran-baru-jakarta-selatan-dki-jakarta-oleh-sari-16940822,20 M - Max,30 Juta- Max
Rumah Strategis Jl Hang Lekir 1,4,4,500,26000000000,56768559,"Jl Hang Lekir 1, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-strategis-jl-hang-lekir-1-oleh-octavia-sylvie-18821875,20 M - Max,30 Juta- Max
Dijual Rumah di Mampang Prapatan Jakarta Selatan,7,4,1100,26000000000,49713193,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-mampang-prapatan-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18869866,20 M - Max,30 Juta- Max
Rumah Fatmawati MRT,8,5,800,26000000000,36111111,"Jl. Batu, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-fatmawati-mrt-oleh-chris-cornelius-18398240,20 M - Max,30 Juta- Max
"Rumah gedung kantor di tebet raya, komersial, jalan raya, dekat taman, termurah, paling murah",5,7,600,25900000000,24927815,"Tebet timur, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-gedung-kantor-di-tebet-raya-komersial-jalan-raya-dekat-taman-termurah-paling-murah-oleh-doan-17626799,20 M - Max,15 - 25 Juta
